Ticker
BOWX
TPCO
VAR
GSS
NUAN
BPMP
RDS.A
DGNR
ACST
APHA
LUKOY
UNVR
HRC
SC
ATH
WYND
CLGX
XEC
PFPT
GRUB
QUMU
CMLF
WPX
POEFF
CEMI
NEWR
TCO
AMBR
RHT
ARNA
LMACU
FSKR
RETA
ZOOM
NYMX
WAIR
CHNG
NGLS
JIH
EVOP
AJRD
PSTH
FLIR
DNKN
PRAH
CCMP
HDS
CTXS
ARNC
SNE
CHL
BGG
SWN
CATM
RAD
WORK
VRTU
GMLP
AGN
CTRCF
NBL
SMLP
WOPEY
CAJ
ATASY
MFGP
NTXFY
ANZBY
MRWSY
TLSYY
GLOP
GWPH
XLNX
EBSB
CRY
CDAY
YNDX
ETFC
NBLX
AVLR
SVCBY
PKI
DRQ
CCXX
SPKE
SKVKY
RXN
MINI
DCP
MZOR
TMUSR
FFHRX
MSBHY
VSLR
LTHM
LEN.B
CMD
ADS
GLIBA
LBDAV
AIMC
BIF
CTL
TCP
EQM
PS
HCN
DISCK
FPL
DEACU
SNP
RP
FII
TMK
SRC
UMPQ
GBT
NATI
ZEN
CXP
BXS
LLL
APC
FBC
BAMXY
PDCE
SCHN
BIG
VCRA
WDR
DOOR
RCII
XENT
CTB
PSB
AOBC
PEGI
AAN
MTSC
HTA
SZEVY
CCLAY
HLUYY
SWMAY
GEAGY
PCRFY
WCAGY
RBS
PDYPY
BBBY
WMGI
KL
POL
HZN
PRSP
WCG
CELG
GSAH
FMCMF
GRA
GCP
LPT
CLNC
VIAB
MYL
CBS
NLSN
SPN
DDAIF
IBKC
SIX
ERI
TWOU
AYR
CBM
MN
IIVI
GFSZY
CLNY
ETM
TVTY
SNH
DNSKY
SEMG
LM
BPL
MGP
COT
UPMKY
MDSO
JEC
TUP
WP
ANDX
HUB.A
WAGE
FDC
NJ
PDRDY
OOCP
RYDBF
GMXAY
WBC
AVP
HPT
UBNT
NTDMF
II
ADSW
DVMT
ULTI
TFCFA
TFCF
CTRP
CHEUY
BGCP
PNM
DCM
WGHPY
HA
AHONY
JCOM
ELLI
HRS
PER
ANCX
MSG
ORBK
BFET
DPLO
ZAYO
ATHN
APU
CNXM
SPKEP
CINR
UFS
BEL
TVPT
LABL
TNTOF
SNHY
SCG
CCT
PETQ
CXO
ARRS
ESL
LN
INGIY
GOV
SMTA
AMCRY
STAR
SHPG
NRBAY
MIC
BKCC
WBT
ARAV
WGP
BBL
AMGP
PTLA
VLP
EQGP
BBAVY
AET
BHGE
SAFM
NRZ
CDR
TI
TKPYY
MTZPY
ACGPF
VSM
ENLK
CBLK
ETE
ABX
EVHC
RVI
IDTI
DLPH
CCH
COTV
LOGM
CALD
HIBB
WPG
CCP
TLRD
GOOCV
TANN
TIS
KSU
OZM
GPT
WPZ
NYLD
IIN
NILSY
QCP
IPXL
CAA
LNEGY
ACC
RAI
CEB
CLC
ALOG
TGE
RMP
TEUM
BONT
DXTR
TRXC
NEOT
LBIX
NETE
INFI
OTIC
ITEK
ARCI
CYTR
TEAR
AEZS
CBAY
ZN
CLSN
FNBC
OCN
RSPP
OZRK
AHGP
VRAY
MIK
TTM
APY
CHK
SEP
TEP
ACXM
FINL
CLNS
DDR
BT
SKYAY
LVNTA
FTSI
CVA
DPS
FNGN
ILG
APTS
CSRA
OA
CBG
JCAP
PEI
HIFR
VER
VNTV
TNTR
AXE
OAK
COL
BIVV
ENTL
GXP
FIT
OREX
TEGP
FSD
ESV
AFT
INWK
AFSI
LKSD
ITYBY
LVLT
PHLD
^MWE
^RGP
MRLN
CSGKF
WFM
WIN
TUES
ELGX
ZIOP
SGBK
SCX
SPLS
WTR
WPPGY
NPSND
BCR
Q
SRF
EXXI
MBFI
RAS
FTR
AFAM
CCE
ABDC
SHPGF
OKS
KERX
WLL
QIHU
NRE
NRF
SZYM
AINV
MCC
TLLP
JCS
CST
NFX
MDC
MXIM
COH
GTOMY
JHB
POT
CWEI
LCI
QTM
PE
PRXL
JNS
ARG
MGU
PCP
IM
CMCSK
LLTC
WETF
AGU
VSAR
MJN
BABY
RMBFX
SXL
FCGYF
AQFH
WFT
IMGN
BXLT
OLCB
CLMS
COG
WSH
COV
NSR
PLM
STRZA
TGP
HBHC
ZNGA
SCTY
HOT
DRYS
IQNT
FGP
JCP
IXYS
CAB
DPM
NHF
SYRG
LEXEA
SNI
GAS
ENH
UNRDY
TYC
MDVN
ELRC
STON
HYH
MON
GCAP
TECO
XLS
TEG
OCR
MRKT
AXLL
LMCA
XPOI
ACMP
RAVN
SSNI
FLTX
MXWL
CAFD
UA.C
CPGX
BIN
LNCE
SNMX
SHOS
DTO
TTEK
GG
SLW
PLGTF
KKD
IRLBF
AIRM
TCAP
TWC
SNDK
BKJAY
LNKD
STJ
TFM
CVSL
SSW
LMCK
OAS
2
P
NCR
ADT.F
UBSH
ALR
FTD
GWR
SJI
MITL
FBHS
FCS
HMHC
FMER
LTXB
AEL
CHMT
DWTI
LUK
RPXC
UBNK
BCEI
RRMS
TCB
DSW
MWE
MIXT
GMCR
TOO
HSC
DEL
HCBK
ARMH
CPPL
VRX
CMLP
SLH
FTBXL
CVC
JDD
TE
QLIK
SPNC
AMRI
CHLKF
CIT
FDML
HW
USB$N
TLSRP
VNR
OMN
SVU
KLXI
HMSY
KRFT
SYMC
CY
UPL
CTRX
FOE
SNR
ATML
CAW
DNR
LO
PNRA
GVP
PMFG
MNTA
DO
GMT
BRGYY
AKRX
GBTZY
IACI
RCPT
ADVS
CRZO
JOY
DATA
HPY
ISIS
AMAG
BITA
CLI
WX
ROVI
SXE
KORS
UNT
CYT
SUSQ
SAPE
WCRX
JMG
NXTM
RYL
FOEAF
WAG
MRD
CCLP
INRD
FEIC
XL
ZU
BLT
APL
WGL
DTV
SBMRY
RUK
CIOXY
PTNR
BMBLY
ATU
VLKPY
BEAV
URIRP
CTCT
TNGO
CYBX
AMSG
PLT
TUMI
LOCK
MFRM
FMBI
VSI
DFRG
SGY
MDCA
ABCO
IPCM
PLKI
TYPE
EPAY
CMN
SQI
AKCPF
APAGF
EEI
VPFG
SDLP
TDA
LNCO
VGRAX
DRAD
CPN
WLP
HGH
BYI
CIR
TMH
CEA
LLTI
NES
ARCP
SFLY
BCOR
ELX
JOSB
MEMP
INF
GSJK
HBAYF
FUR
VTTI
MDP
RIGP
LGP
PGH
HUB.B
FDO
CFX
CPE$A
DOM
MWO
PWE
RNDY
NTRI
TMST
NTI
ROC
CMO
QRE
PEGFF
KMR
CCCGY
TCK
GNC
GIMO
GMXRQ
PPR
CFN
KMP
ECIFY
MHFI
QEP
APOL
CAM
ZMH
EGN
SJR
BRCD
RRD
ONNN
STO
WR
TSO
WNR
ROSE
SWAY
FLY
YHOO
CPSI
CYS
HTS
LDR
EP$C
VODPD
3%
EVEP
BBRY
FSFR
SUSP
JPJQL
MOG.A
CEN
JMF
MIE
EEP
EEQ
CTY
PCL
CPHD
BBEP
